,adress,house_type,biarea_msq,sold_price_kr,date_sold,price_diff_%,agent,size_msq,rooms,omrade,kommun,utgangspris_kr
1273,Kungsallén 13,Villa,          110         ,2000000,2019-11-21,13,Fastighetsbyrån,110,6,Gräfsnäs,Alingsås,1775000
1274,Sädesärlevägen 8,Villa,          90         ,3650000,2019-11-21,8,Fastighetsbyrån,92,4,Myggenäs,Tjörn,3375000
1275,Ringvägen 8,Villa,          14         ,1850000,2019-11-21,-12,Fastighetsbyrån,105,5,Herrestad,Uddevalla,2100000
1276,Vegagatan 16,Villa,          85         ,3400000,2019-11-21,22,Fastighetsbyrån,120,6,Norrmalm,Borås,2775000
1277,Åvägen 9,Villa,          107         ,1840000,2019-11-21,9,Svensk Fastighetsförmedling,107,4,Tidaholm,Tidaholm,1700000
1278,Oscarsgatan 3,Villa,          64         ,2100000,2019-11-21,11,Svensk Fastighetsförmedling,192,7,Centralt,Åmål,1900000
1279,Söbackevägen 22,Villa,          85         ,3210000,2019-11-21,8,Svensk Fastighetsförmedling,119,6,Stenungsund,Stenungsund,2975000
1280,Läktvägen 7,Villa,,3820000,2019-11-21,10,Mäklarhuset,134,6,Bollebygd,Bollebygd,3475000
1281,Ljungvägen 4,Villa,,3950000,2019-11-20,0,Fastighetsbyrån,150,5,Nol,Ale,3950000
1282,Annerödgården  2,Friliggande villa,          61         ,2250000,2019-11-20,-2,Länsförsäkringar Fastighetsförmedling,88,5,Strömstad,Strömstad,2300000
1283,Rödhakevägen 8,Villa,,1850000,2019-11-20,6,Svensk Fastighetsförmedling,125,5,Mariestad,Mariestad,1750000
1284,Långgatan 7,Villa,          80         ,1950000,2019-11-20,7,Svensk Fastighetsförmedling,130,4,Tidaholm,Tidaholm,1825000
1285,Gulklövergatan 80,Villa,,3720000,2019-11-20,18,Svensk Fastighetsförmedling,131,5,Nödinge,Ale,3150000
1286,Skogsgatan 12,Villa,          131         ,2300000,2019-11-20,5,Svensk Fastighetsförmedling,103,7,Vårgårda,Vårgårda,2200000
1287,Västergårdsgatan 42,Villa,          23         ,2400000,2019-11-20,7,Länsförsäkringar Fastighetsförmedling,114,4,Herrljunga,Herrljunga,2250000
1288,Skyttegatan 12,Villa,          57         ,3890000,2019-11-20,0,Svensk Fastighetsförmedling,134,6,Borås,Borås,3900000
1289,Kapellvägen 42,Villa,,3315000,2019-11-20,11,Husbutiken i Borås AB,145,5,GÅNGHESTER,Borås,2975000
1290,Almvägen 3,Villa,          91         ,2950000,2019-11-20,14,ERA,125,4,Fristad,Borås,2600000
1291,Humlevägen 7,Villa,          82         ,2410000,2019-11-19,-3,Fastighetsbyrån,118,5,Östermalm,Skövde,2475000
1292,Tallbacken 5,Villa,          68         ,3000000,2019-11-19,-6,Fastighetsbyrån,128,5,Kinna/Brättingstorp,Mark,3200000
1293,Tjäderstigen 3,Villa,          96         ,1860000,2019-11-19,4,Fastighetsbyrån,96,4,Viskafors,Borås,1800000
1294,Hasslösagatan 6,Villa,          58         ,2550000,2019-11-19,2,Fastighetsbyrån,115,4,Lidåker,Lidköping,2500000
1295,Liljebergsgatan 52,Villa,          10         ,3500000,2019-11-19,0,Svensk Fastighetsförmedling,161,6,Borås,Borås,3500000
1296,Sörheden 125,Villa,          31         ,2150000,2019-11-19,23,Svensk Fastighetsförmedling,106,4,Lödöse,Lilla Edet,1750000
1297,Tvärhandsgatan 25,Villa,          100         ,3575000,2019-11-19,0,ERA,144,5,Boda/Brämhult,Borås,3575000
1298,Lyckans väg 5,Villa,          43         ,3125000,2019-11-18,25,Fastighetsbyrån,150,6,Madlyckan,Mariestad,2500000
1299,Hedevägen 26,Villa,          86         ,1750000,2019-11-18,0,Fastighetsbyrån,86,4,Fristad,Borås,1750000
1300,Tvåöringsgränd 15,Villa,          19         ,2410000,2019-11-18,5,Bostadsbutiken,111,5,Helenedal,Uddevalla,2300000
1301,Myrvägen 12,Villa,          72         ,3900000,2019-11-18,-2,Svensk Fastighetsförmedling,82,6,Alingsås,Alingsås,3975000
1302,Lillvägen 3,Villa,          51         ,2575000,2019-11-18,23,Bjurfors,106,4,Kållered - Centralt,Mölndal,2100000
1303,Djupedal 3,Villa,          97         ,2200000,2019-11-18,-6,Askengren Fastighetsmäklare,135,7,Hamburgsund,Tanum,2350000
1304,Vesslestigen 7,Villa,          18         ,2725000,2019-11-18,2,Mäklarhuset,73,4,Hindås,Härryda,2675000
1305,Varnumsvägen 31,Villa,,3350000,2019-11-17,12,Fastighetsbyrån,142,6,Rångedala,Borås,3000000
1306,Köpmansgatan 12,Villa,          65         ,3225000,2019-11-17,17,Fastighetsbyrån,127,5,Klinten,Alingsås,2750000
1307,Göteborgsvägen 2,Villa,          59         ,2300000,2019-11-17,24,Fastighetsbyrån,95,4,Lödöse,Lilla Edet,1850000
1308,Ryttarevägen 7,Villa,          84         ,2000000,2019-11-17,0,Länsförsäkringar Fastighetsförmedling,84,6,Ulricehamn,Ulricehamn,2000000
1309,Fritslavägen 51,Villa,          102         ,3600000,2019-11-15,22,Fastighetsbyrån,200,7,Kinna/Horndal,Mark,2950000
1310,Kroksvägen 16,Villa,,3495000,2019-11-15,0,Fastighetsbyrån,107,5,Örby/Övre Krok,Mark,3500000
1311,Hemsjö Hagevägen 5,Villa,,3450000,2019-11-15,12,Fastighetsbyrån,140,6,Hemsjö,Alingsås,3075000
1312,Blåsippevägen 3,Villa,          5         ,2775000,2019-11-15,3,Fastighetsbyrån,124,5,Skärhamn,Tjörn,2700000
1313,Skillinggränd 2,Villa,          23         ,2550000,2019-11-15,2,Fastighetsbyrån,166,8,Helenedal,Uddevalla,2500000
1314,Ymers väg 4,Villa,          93         ,1875000,2019-11-15,0,Fastighetsbyrån,136,5,Vargön,Vänersborg,1875000
1315,Edingsvägen 34,Villa,          100         ,3200000,2019-11-15,-6,Svensk Fastighetsförmedling,200,10,Uddevalla,Uddevalla,3400000
1316,Lövkullevägen 18,Villa,          41         ,3410000,2019-11-15,14,Länsförsäkringar Fastighetsförmedling,140,6,Hasslum,Skövde,3000000
1317,Marieholmsvägen 38,Villa,          72         ,2900000,2019-11-15,32,Länsförsäkringar Fastighetsförmedling,107,6,Gärdet,Mariestad,2200000
1318,Bjurbacksvägen 53,Villa,          135         ,1850000,2019-11-15,-26,Svensk Fastighetsförmedling,155,7,Fagersanna,Tibro,2500000
1319,Finkgatan 12,Villa,,3995000,2019-11-15,0,ERA,125,4,Brämhult,Borås,4000000
1320,Höjdhoppsvägen 4,Villa,          94         ,3350000,2019-11-15,0,Mäklarhuset,99,5,Bollebygd,Bollebygd,3350000
1321,Hästängegatan 102,Villa,,3200000,2019-11-15,-3,Mäklarhuset,130,6,Onsjö,Vänersborg,3300000
1322,Bergfinkvägen 1,Villa,          57         ,3950000,2019-11-15,-6,Gofab Fastighetsbyrå,198,7,Myggenäs,Tjörn,4200000
1323,Sädesärlevägen 5,Villa,          57         ,3850000,2019-11-14,0,Fastighetsbyrån,130,8,Myggenäs,Tjörn,3850000
1324,Ljur Tolsgården 9,Villa,          107         ,1850000,2019-11-14,3,Svensk Fastighetsförmedling,107,7,Ljurhalla,Vårgårda,1800000
1325,Nordgårdsvägen 18C,Villa,,3010000,2019-11-14,20,Fastighetsbyrån,114,4,Rydboholm,Borås,2500000
1326,Hallerna 317,Villa,          45         ,3040000,2019-11-14,7,Fastighetsbyrån,85,4,Hallerna,Stenungsund,2850000
1327,Norra Strandskogsvägen 6,Villa,          12         ,2800000,2019-11-14,2,Fastighetsbyrån,82,4,Resteröd/Restenäs,Uddevalla,2750000
1328,Mogårdsgatan 8,Villa,          102         ,2100000,2019-11-14,-1,Mäklarhuset,122,6,Mösseberg,Falköping,2125000
1329,Färjevägen 11,Villa,          52         ,1775000,2019-11-14,19,Gofab Fastighetsbyrå,105,5,Svanesund,Orust,1500000
1330,Granndalen 13,Villa,          10         ,2100000,2019-11-13,-12,Fastighetsbyrån,81,4,Kärna,Kungälv,2375000
1331,Bredehall 26B,Villa,          68         ,3316000,2019-11-13,12,Fastighetsbyrån,97,5,Lerum,Lerum,2950000
1332,Babordsstigen 4,Villa,,3300000,2019-11-13,7,Svensk Fastighetsförmedling,106,5,Simsjön,Skövde,3075000
1333,Rågårdsviksvägen 17,Villa,          90         ,2500000,2019-11-13,-7,Lysekilsmäklarna AB,92,5,Skaftö,Lysekil,2700000
1334,Grindklykan 9,Villa,,3900000,2019-11-13,4,Bjurfors,121,4,Kungälv,Kungälv,3750000
1335,Stenkullevägen 5,Villa,          60         ,2925000,2019-11-13,9,ERA,124,5,Almenäs,Borås,2675000
1336,Myrtuvsvägen 16,Villa,,2750000,2019-11-12,0,Fastighetsbyrån,72,4,Rossö,Strömstad,2750000
1337,Bygatan 7,Villa,          91         ,2195000,2019-11-12,0,Fastighetsbyrån,75,7,Stora Mellby med domnejd,Alingsås,2200000
1338,Gräfsnäsvägen 25,Villa,          69         ,1789000,2019-11-12,7,Fastighetsbyrån,170,7,Sollebrunn med omnejd,Alingsås,1675000
1339,Hedebergs parkväg 6,Villa,          34         ,3750000,2019-11-12,-6,Svensk Fastighetsförmedling,156,5,Bollebygd,Bollebygd,4000000
1340,Brasegatan 12,Villa,,2755000,2019-11-12,18,Svensk Fastighetsförmedling,153,5,Alingsås,Alingsås,2325000
1341,Lilla Idtjärnsgatan 65,Villa,          11         ,3500000,2019-11-12,3,Svensk Fastighetsförmedling,134,5,Angered,Göteborg,3400000
1342,Torparegatan 67A,Villa,,3600000,2019-11-11,0,Fastighetsbyrån,118,4,Ingared,Alingsås,3600000
1343,Badhusvägen 40,Villa,          100         ,2160000,2019-11-11,-4,Fastighetsbyrån,100,5,Dalsjöfors,Borås,2250000
1344,Skillinggränd 16,Villa,,2295000,2019-11-11,0,Svensk Fastighetsförmedling,134,5,Helenedal,Uddevalla,2300000
1345,Knallevägen 10,Villa,          12         ,1995000,2019-11-11,0,Broberg Mäkleri AB,117,5,Centrala Skara,Skara,2000000
1346,Sibräckavägen 40,Villa,,2900000,2019-11-11,-2,Gofab Fastighetsbyrå,170,6,Sibräcka,Tjörn,2950000
1347,Kulturgatan 2,Villa,,3400000,2019-11-11,3,Mäklarhuset,134,4,Centrala Vara,Vara,3300000
1348,Stickstigen  8,Friliggande villa,,3150000,2019-11-10,-1,Länsförsäkringar Fastighetsförmedling,107,5,Strömstad,Strömstad,3175000
1349,Södra Kroksdal 60,Villa,          60         ,3650000,2019-11-09,-5,Gofab Fastighetsbyrå,177,7,Skärhamn,Tjörn,3850000
1350,Ströms väg 17A,Villa,,4000000,2019-11-08,8,Fastighetsbyrån,132,5,Olofstorp,Göteborg,3700000
1351,Pistolgatan 4,Villa,          79         ,1950000,2019-11-08,-2,Fastighetsbyrån,128,5,Kinna/Näs,Mark,2000000
1352,Ådalsgatan 13B,Villa,          40         ,3700000,2019-11-08,7,Fastighetsbyrån,110,4,Kvarnbacken,Alingsås,3450000
1353,Helenedalsvägen 38,Villa,          95         ,2400000,2019-11-08,-10,Bostadsbutiken,179,7,Vännerberg,Uddevalla,2675000
1354,Orkestervägen 10,Villa,          60         ,3000000,2019-11-08,4,Bostadsbutiken,111,7,Boxhult,Uddevalla,2875000
1355,Högåsvägen 2,Villa,          72         ,2350000,2019-11-08,-6,Fastighetsbyrån,149,6,Sandared,Borås,2500000
1356,Örnvägen 26,Villa,          51         ,2875000,2019-11-08,20,Fastighetsbyrån,149,5,Vargön,Vänersborg,2400000
1357,Bokvägen 1,Villa,          150         ,1950000,2019-11-08,9,Fastighetsbyrån,108,6,Länghem,Tranemo,1800000
1358,Skåregärdevägen 46,Villa,,3995000,2019-11-08,0,Svensk Fastighetsförmedling,102,4,Inseros,Mölndal,4000000
1359,Granbacken 7,Villa,          51         ,2825000,2019-11-08,1,Svensk Fastighetsförmedling,144,6,Varekil,Orust,2800000
1360,Sadelsten 3,Villa,,2850000,2019-11-07,19,Fastighetsbyrån,130,4,Vårgårda Väster,Vårgårda,2400000
1361,Ryrsboholmvägen 9,Villa,,2995000,2019-11-07,0,Fastighetsbyrån,156,7,Göta och Ryrsjön,Lilla Edet,3000000
1362,Burskapsgatan 23,Ej specificerad villa,          60         ,3750000,2019-11-07,7,Fastighetsbyrån,60,4,Utby,Göteborg,3500000
1363,Harkesvägen 10,Villa,          121         ,3000000,2019-11-07,-9,Fastighetsbyrån,160,6,Södermalm,Skövde,3300000
1364,Kullgrensgatan 11,Villa,          122         ,3000000,2019-11-07,-3,Svensk Fastighetsförmedling,122,5,Ulricehamn,Ulricehamn,3100000
1365,Värmlandsgatan 5,Villa,          31         ,2900000,2019-11-07,0,Svensk Fastighetsförmedling,115,5,Alingsås,Alingsås,2900000
1366,Tegvägen 1,Villa,          110         ,3650000,2019-11-07,12,Svensk Fastighetsförmedling,110,7,Centralt,Lerum,3250000
1367,Säter Björstorp 1,Villa,          98         ,2450000,2019-11-07,-2,SkandiaMäklarna,98,6,Skövde,Skövde,2500000
1368,Öxneredsvägen 131,Villa,          53         ,1800000,2019-11-06,3,Svensk Fastighetsförmedling,108,5,Vänersborg,Vänersborg,1750000
1369,Junkergatan 14,Villa,          76         ,2100000,2019-11-06,5,Broberg Mäkleri AB,116,4,Gällkvist,Skara,2000000
1370,Skotthed 417B,Villa,,3800000,2019-11-05,9,Fastighetsbyrån,140,4,Jörlanda,Stenungsund,3475000
1371,Åkerstigen 13,Villa,          110         ,1845000,2019-11-05,-3,Fastighetsbyrån,110,5,Centralt,Lilla Edet,1900000
1372,Förmansvägen 1,Villa,,3500000,2019-11-05,0,Fastighetsbyrån,105,4,Sjölunda,Lidköping,3500000
1373,Östra Hovingevägen 2,Villa,,2970000,2019-11-05,-1,HusmanHagberg,145,5,Lödöse,Lilla Edet,3000000
1374,Siggestorpsvägen 13,Villa,,2945000,2019-11-05,13,Fastighetsbyrån,272,10,Vargön,Vänersborg,2600000
1375,Kinne-Vedum Jättadansen Backen 1,Villa,          20         ,2875000,2019-11-05,0,Broberg Mäkleri AB,270,8,Kinne-Vedum,Götene,2875000
1376,Töve 150,Villa,          128         ,2800000,2019-11-04,2,Fastighetsbyrån,152,6,Töve,Ulricehamn,2750000
1377,Bergums Prästgårdsväg 52,Villa,,3300000,2019-11-04,-10,Länsförsäkringar Fastighetsförmedling,134,6,Olofstorp,Göteborg,3675000
1378,Gökstigen 10,Villa,          28         ,1950000,2019-11-04,30,Svensk Fastighetsförmedling,151,5,Norra Skogen,Karlsborg,1500000
1379,Rådjursvägen 10,Villa,          163         ,2900000,2019-11-02,13,Fastighetsbyrån,113,6,Råda/Lillängen,Lidköping,2575000
1380,Kaprifolstigen 7 & Kaprifolstigen 5,Villa,          9         ,1900000,2019-11-02,6,SkandiaMäklarna,92,4,Svebråta,Hjo,1800000
1381,Åsvägen 3,Villa,          81         ,2300000,2019-11-02,-4,SkandiaMäklarna,81,5,Gånghester,Borås,2400000
1382,Berga Lyckan 1,Villa,          12         ,2885000,2019-11-01,2,Fastighetsbyrån,62,4,Högelid,Mariestad,2825000
1383,Gäddestala 239,Villa,          35         ,2350000,2019-11-01,7,Fastighetsbyrån,103,4,Henån,Orust,2200000
1384,Halleröd 407,Villa,          70         ,2800000,2019-11-01,28,Bostadsbutiken,89,5,Uddevalla,Uddevalla,2200000
1385,Malryd Backe 5,Villa,          26         ,2300000,2019-11-01,-8,Fastighetsbyrån,138,6,Tämta,Borås,2500000
1386,Domarringsvägen 9,Villa,          108         ,2000000,2019-11-01,-13,Fastighetsbyrån,108,6,Åsaka,Trollhättan,2300000
1387,Enstigen 10,Villa,          27         ,2200000,2019-11-01,19,Svensk Fastighetsförmedling,185,6,Svenljunga,Svenljunga,1850000
1388,Djupevik 305,Villa,,2750000,2019-11-01,0,Svensk Fastighetsförmedling,112,5,Nol,Ale,2750000
1389,Kulperödsvägen 39,Friliggande villa,,2900000,2019-11-01,-3,ERA,129,4,Gullbringa,Kungälv,3000000
1390,Segerstad Mållebo 1,Villa,          51         ,1875000,2019-10-31,0,Fastighetsbyrån,120,4,Mariestad,Mariestad,1875000
1391,Kapellvägen 13,Villa,,2000000,2019-10-31,26,Fastighetsbyrån,126,4,Svärtan/Grebban,Hjo,1575000
1392,Ringvägen 29,Villa,          70         ,2275000,2019-10-31,-1,Fastighetsbyrån,113,5,Centrala Herrljunga,Herrljunga,2300000
1393,Skogshyddegatan 3,Villa,          78         ,3500000,2019-10-31,18,Fastighetsbyrån,155,6,Alideberg,Borås,2975000
1394,Östra Järnvägsgatan 13,Villa,          85         ,3650000,2019-10-31,8,Svensk Fastighetsförmedling,220,7,Mariestad,Mariestad,3375000
1395,Holmestad 430,Villa,          48         ,2100000,2019-10-31,5,Länsförsäkringar Fastighetsförmedling,100,5,Uddevalla,Uddevalla,2000000
1396,Mariesjövägen 30,Villa,          98         ,2075000,2019-10-31,0,Svensk Fastighetsförmedling,98,4,Mariesjö,Skövde,2075000
1397,Öresjögatan 28,Villa,          50         ,3590000,2019-10-31,3,Svensk Fastighetsförmedling,180,5,Sjöbo,Borås,3475000
1398,Gärdhemsvägen 25,Villa,          183         ,3375000,2019-10-31,-9,SkandiaMäklarna,261,6,Hjo,Hjo,3700000
1399,Källövägen 6,Villa,          73         ,3450000,2019-10-31,0,RE/MAX Warberg & Co,183,9,Källö-Knippla,Öckerö,3450000
1400,Falkvägen 52,Villa,,2000000,2019-10-31,4,Hus & Hem,152,7,Vargön,Vänersborg,1925000
1401,Risbacka skogsväg 8,Villa,,1900000,2019-10-31,-5,Mäklarhuset,86,4,Härryda,Härryda,2000000
1402,Bergsängsvägen 51,Villa,          98         ,1910000,2019-10-30,8,Fastighetsbyrån,123,7,Mösseberg,Falköping,1775000
1403,Kyrkvägen 16,Villa,,2700000,2019-10-30,0,Fastighetsbyrån,117,5,Brämhult,Borås,2700000
1404,Brudhammar 149,Villa,,3450000,2019-10-30,17,Fastighetsbyrån,104,5,Stenungsund,Stenungsund,2950000
1405,Linvägen 1,Bostadsrättsvilla,,3355000,2019-10-30,20,Fastighetsbyrån,96,4,Lindome | Gastorp,Mölndal,2800000
1406,Turkosvägen 5,Villa,          96         ,2670000,2019-10-30,3,Bostadsbutiken,101,5,Övre Unneröd,Uddevalla,2600000
1407,Trestegsvägen 3,Villa,          37         ,2200000,2019-10-30,10,Fastighetsbyrån,124,5,Tranemo,Tranemo,2000000
1408,Enebacksvägen 10,Villa,          36         ,2720000,2019-10-30,19,Svensk Fastighetsförmedling,69,4,Kode,Kungälv,2275000
1409,Mogårdsgatan 3,Villa,          100         ,1900000,2019-10-30,-12,Länsförsäkringar Fastighetsförmedling,114,7,Södra Bestorp,Falköping,2150000
1410,Brudhammar 143,Villa,,3500000,2019-10-30,3,Svensk Fastighetsförmedling,122,5,Stenungsund,Stenungsund,3400000
1411,Åsakroken 2,Villa,,2300000,2019-10-30,12,Svensk Fastighetsförmedling,128,5,Viskafors,Borås,2050000
1412,Rosenvägen 22,Villa,          92         ,2200000,2019-10-30,5,Svensk Fastighetsförmedling,93,4,Sjuntorp,Trollhättan,2100000
1413,Skymningsvägen 17,Villa,          40         ,3500000,2019-10-30,3,Svensk Fastighetsförmedling,118,6,Uddevalla,Uddevalla,3400000
1414,Trollvägen 16,Villa,          104         ,1800000,2019-10-30,2,Länsförsäkringar Fastighetsförmedling,104,4,Mariedal,Vänersborg,1775000
1415,Furudalsvägen 22,Villa,          45         ,3200000,2019-10-30,4,Svensk Fastighetsförmedling,175,6,Sandared,Borås,3075000
1416,Bergstena Ljusåsen 1,Villa,          35         ,3050000,2019-10-30,11,Länsförsäkringar Fastighetsförmedling,157,6,Vårgårda,Vårgårda,2750000
1417,Gullpengen 11,Villa,          70         ,3900000,2019-10-30,-7,Svensk Fastighetsförmedling,125,5,Lerum - Hallsås,Lerum,4200000
1418,Gunneröd 685,Friliggande villa,,2350000,2019-10-30,-6,ERA,146,5,Myckleby,Orust,2500000
1419,Dalaviksvägen 26,Villa,,2250000,2019-10-29,-5,Fastighetsbyrån,130,5,Hemsjö,Alingsås,2375000
1420,Slingvägen 11,Villa,          120         ,2400000,2019-10-29,-4,Fastighetsbyrån,240,8,Tidan,Skövde,2500000
1421,Högåsvägen 1,Villa,          135         ,2450000,2019-10-29,-2,Fastighetsbyrån,216,8,Örby,Mark,2500000
1422,Kryddväxtgatan 8,Ej specificerad villa,,3500000,2019-10-29,4,Länsförsäkringar Fastighetsförmedling,168,7,Angered,Göteborg,3375000
1423,Waerngatan 8,Villa,          100         ,1850000,2019-10-29,6,Svensk Fastighetsförmedling,117,5,Örnäs,Åmål,1750000
1424,Jägersberg 350,Villa,          32         ,3405000,2019-10-29,14,Svensk Fastighetsförmedling,94,4,Kode,Kungälv,2975000
1425,Herrestads Brännane 105,Villa,          56         ,3050000,2019-10-29,9,Bostadsbutiken,227,7,Holma,Uddevalla,2800000
1426,Norrgatan 5,Villa,          80         ,2250000,2019-10-29,-10,Mäklarhuset,80,6,Skultorp,Skövde,2500000
1427,Häradsvägen 92,Villa,,3595000,2019-10-29,3,ERA,130,5,Ytterby centralt,Kungälv,3500000
1428,Andra Hedåkersgatan 18,Villa,          60         ,3300000,2019-10-28,-6,Fastighetsbyrån,148,5,Kinna,Mark,3500000
1429,Torp 190,Villa,          68         ,2650000,2019-10-28,3,Länsförsäkringar Fastighetsförmedling,68,5,Älvängen,Ale,2575000
1430,Blåbärsstigen 2,Villa,          77         ,2650000,2019-10-28,-5,Svensk Fastighetsförmedling,77,5,Skövde,Skövde,2800000
1431,Skredseröd 540,Villa,          50         ,2300000,2019-10-28,5,Mäklarhuset,136,5,Orust,Orust,2200000
1432,Kakelugnsgatan 3,Villa,          59         ,2600000,2019-10-27,-5,Fastighetsbyrån,167,7,Skene,Mark,2725000
1433,Nyponvägen 57,Villa,          6         ,2400000,2019-10-27,-11,Fastighetsbyrån,112,5,Lysekil,Lysekil,2700000
1434,Ekängen Eketorp 1,Villa,,1800000,2019-10-27,29,Svensk Fastighetsförmedling,144,6,Lantligt utanför Hjo,Hjo,1400000
1435,Timmervägen 23,Villa,          96         ,2050000,2019-10-27,9,Svensk Fastighetsförmedling,96,4,Mariestad,Mariestad,1875000
1436,Ryttarevägen 9,Villa,          9         ,3200000,2019-10-27,3,Svensk Fastighetsförmedling,161,5,Velanda,Trollhättan,3100000
1437,Drejaregatan 2,Ej specificerad villa,          59         ,4000000,2019-10-26,3,Fastighetsbyrån,74,4,Utby,Göteborg,3875000
1438,Brasegatan 11,Villa,,3475000,2019-10-25,14,Fastighetsbyrån,153,6,Ingared,Alingsås,3050000
